SEQN
62174.0
62178.0
62209.0
62217.0
62226.0
62230.0
62236.0
62255.0
62256.0
62264.0
62266.0
62278.0
62284.0
62287.0
62289.0
62295.0
62303.0
62307.0
62308.0
62312.0
62314.0
62324.0
62326.0
62347.0
62353.0
62366.0
62377.0
62378.0
62388.0
62409.0
62413.0
62418.0
62419.0
62422.0
62434.0
62439.0
62441.0
62454.0
62457.0
62467.0
62474.0
62491.0
62509.0
62510.0
62539.0
62546.0
62572.0
62577.0
62579.0
62585.0
62586.0
62587.0
62589.0
62593.0
62601.0
62602.0
62604.0
62619.0
62623.0
62625.0
62630.0
62633.0
62634.0
62644.0
62649.0
62650.0
62658.0
62664.0
62665.0
62678.0
62686.0
62704.0
62718.0
62719.0
62727.0
62732.0
62742.0
62745.0
62761.0
62793.0
62804.0
62807.0
62813.0
62814.0
62861.0
62876.0
62880.0
62883.0
62887.0
62900.0
62901.0
62924.0
62927.0
62937.0
62940.0
62948.0
62958.0
62979.0
62982.0
62985.0
62990.0
62997.0
63007.0
63010.0
63012.0
63013.0
63015.0
63019.0
63036.0
63064.0
63070.0
63081.0
63083.0
63086.0
63091.0
63107.0
63112.0
63132.0
63134.0
63143.0
63152.0
63156.0
63160.0
63172.0
63177.0
63181.0
63187.0
63188.0
63198.0
63203.0
63205.0
63212.0
63215.0
63236.0
63248.0
63249.0
63254.0
63262.0
63273.0
63276.0
63284.0
63285.0
63293.0
63295.0
63301.0
63312.0
63328.0
63329.0
63333.0
63345.0
63352.0
63360.0
63361.0
63363.0
63385.0
63389.0
63391.0
63405.0
63409.0
63413.0
63420.0
63422.0
63438.0
63440.0
63456.0
63459.0
63463.0
63484.0
63493.0
63498.0
63502.0
63507.0
63512.0
63514.0
63524.0
63530.0
63544.0
63546.0
63554.0
63556.0
63579.0
63583.0
63588.0
63596.0
63609.0
63611.0
63620.0
63621.0
63627.0
63632.0
63659.0
63662.0
63666.0
63685.0
63686.0
63689.0
63707.0
63708.0
63723.0
63732.0
63739.0
63741.0
63752.0
63767.0
63772.0
63781.0
63799.0
63801.0
63804.0
63828.0
63837.0
63838.0
63839.0
63861.0
63868.0
63873.0
63875.0
63879.0
63887.0
63890.0
63902.0
63907.0
63909.0
63911.0
63917.0
63958.0
63963.0
63965.0
63982.0
64021.0
64024.0
64034.0
64036.0
64052.0
64059.0
64063.0
64071.0
64082.0
64083.0
64099.0
64107.0
64113.0
64127.0
64131.0
64157.0
64172.0
64175.0
64182.0
64184.0
64186.0
64194.0
64198.0
64206.0
64219.0
64252.0
64256.0
64261.0
64263.0
64284.0
64290.0
64298.0
64299.0
64313.0
64329.0
64343.0
64354.0
64362.0
64368.0
64381.0
64388.0
64419.0
64450.0
64473.0
64475.0
64497.0
64499.0
64501.0
64503.0
64511.0
64536.0
64544.0
64550.0
64552.0
64553.0
64558.0
64559.0
64598.0
64625.0
64640.0
64646.0
64669.0
64704.0
64705.0
64734.0
64752.0
64756.0
64771.0
64789.0
64806.0
64821.0
64854.0
64858.0
64880.0
64882.0
64895.0
64908.0
64909.0
64923.0
64937.0
64946.0
64948.0
64971.0
64972.0
64973.0
64976.0
64977.0
64983.0
64985.0
64992.0
65012.0
65020.0
65032.0
65046.0
65048.0
65051.0
65056.0
65069.0
65071.0
65080.0
65087.0
65097.0
65098.0
65112.0
65126.0
65153.0
65157.0
65165.0
65183.0
65190.0
65201.0
65209.0
65213.0
65236.0
65240.0
65248.0
65289.0
65293.0
65297.0
65318.0
65319.0
65325.0
65328.0
65334.0
65337.0
65339.0
65344.0
65366.0
65384.0
65393.0
65394.0
65395.0
65410.0
65417.0
65431.0
65433.0
65440.0
65446.0
65458.0
65460.0
65473.0
65478.0
65481.0
65492.0
65510.0
65514.0
65524.0
65525.0
65536.0
65547.0
65549.0
65571.0
65572.0
65587.0
65592.0
65594.0
65596.0
65621.0
65634.0
65637.0
65645.0
65648.0
65659.0
65660.0
65674.0
65675.0
65679.0
65702.0
65705.0
65707.0
65712.0
65713.0
65714.0
65735.0
65736.0
65739.0
65740.0
65748.0
65758.0
65763.0
65764.0
65772.0
65800.0
65808.0
65820.0
65822.0
65838.0
65841.0
65846.0
65856.0
65857.0
65867.0
65868.0
65869.0
65885.0
65892.0
65898.0
65923.0
65927.0
65929.0
65944.0
65955.0
65974.0
65992.0
65993.0
65998.0
65999.0
66001.0
66026.0
66036.0
66049.0
66050.0
66053.0
66058.0
66059.0
66066.0
66068.0
66070.0
66071.0
66077.0
66092.0
66095.0
66110.0
66126.0
66127.0
66141.0
66153.0
66157.0
66161.0
66162.0
66169.0
66178.0
66192.0
66194.0
66197.0
66206.0
66210.0
66224.0
66229.0
66230.0
66238.0
66239.0
66247.0
66254.0
66263.0
66264.0
66290.0
66295.0
66297.0
66312.0
66321.0
66331.0
66351.0
66358.0
66371.0
66373.0
66381.0
66399.0
66402.0
66416.0
66421.0
66427.0
66429.0
66436.0
66456.0
66457.0
66458.0
66472.0
66476.0
66504.0
66507.0
66515.0
66518.0
66527.0
66533.0
66538.0
66541.0
66542.0
66547.0
66554.0
66556.0
66563.0
66565.0
66583.0
66594.0
66600.0
66612.0
66619.0
66631.0
66635.0
66644.0
66646.0
66661.0
66663.0
66668.0
66669.0
66672.0
66674.0
66690.0
66695.0
66710.0
66728.0
66729.0
66741.0
66743.0
66750.0
66781.0
66796.0
66804.0
66808.0
66817.0
66832.0
66838.0
66875.0
66876.0
66877.0
66885.0
66893.0
66896.0
66901.0
66918.0
66920.0
66929.0
66932.0
66944.0
66957.0
66974.0
66982.0
66984.0
66985.0
67001.0
67003.0
67011.0
67020.0
67025.0
67037.0
67046.0
67053.0
67055.0
67066.0
67070.0
67092.0
67112.0
67137.0
67149.0
67159.0
67177.0
67180.0
67208.0
67222.0
67225.0
67229.0
67258.0
67264.0
67275.0
67276.0
67285.0
67291.0
67309.0
67314.0
67329.0
67337.0
67339.0
67341.0
67347.0
67353.0
67359.0
67363.0
67407.0
67413.0
67414.0
67418.0
67429.0
67433.0
67435.0
67438.0
67441.0
67452.0
67454.0
67455.0
67460.0
67480.0
67481.0
67483.0
67487.0
67489.0
67493.0
67499.0
67501.0
67505.0
67509.0
67519.0
67520.0
67521.0
67525.0
67532.0
67548.0
67560.0
67567.0
67577.0
67580.0
67587.0
67589.0
67596.0
67598.0
67603.0
67607.0
67616.0
67635.0
67643.0
67647.0
67666.0
